count,phrase,average score,links
54.0,hillary clinton,-0.05555555555555555,http://rss.nytimes.com/c/34625/f/640350/s/4559759f/sc/7/l/0L0Snytimes0N0C20A150C0A40C140Cupshot0Chillary0Eclinton0Edoesnt0Eneed0Ea0Eprimary0Efight0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/455d1c1f/sc/7/l/0L0Snytimes0N0C20A150C0A40C140Cus0Cpolitics0Con0Ethe0Eroad0Ehillary0Eclinton0Estops0Efor0Elunch0Eat0Echipotle0Eand0Egoes0Eunrecognized0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rssfeeds.usatoday.com/~/88992424/0/usatoday-newstopstories~Hillary-Clinton-crushes-competition-on-social-media/,http://www.tampabay.com/news/politics/national/hillary-clinton-stops-for-chicken-burrito-bowl-at-ohio-chipotle/2225352,http://www.buzzfeed.com/krystieyandoli/future-crybaby-of-america?utm_term=4ldqpia,http://www.npr.org/blogs/itsallpolitics/2015/04/12/398559093/hillary-clinton-polarizing-or-misunderstood-jumps-into-race-for-president?utm_medium=RSS&utm_campaign=news,http://rss.nytimes.com/c/34625/f/640350/s/4566749b/sc/7/l/0L0Snytimes0N0C20A150C0A40C150Cus0Cpolitics0Cfor0Ehillary0Eclinton0Esmall0Eevents0Estill0Edraw0Ea0Efrenzy0Eof0Eattention0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/454fa184/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C120Chillary0Eclintons0E20A160Epresidential0Ebid0Estarts0Etoday0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/4552e13e/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C120Cas0Ehillary0Eclinton0Eannounces0Ejeb0Ebush0Eargues0Ethat0Ewe0Ecan0Edo0Ebetter0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/4553c339/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C120Cin0Evideo0Emessage0Eprogressives0Etell0Ehillary0Eclinton0Ewere0Eready0Efor0Eboldness0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/4553cecb/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C120Chillary0Eclinton0Eis0Ein0Ewhos0Egoing0Eto0Eannounce0Efor0Epresident0Enext0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/45627d81/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C140Chillary0Eclinton0Easks0Efor0Ea0Eredo0Ein0Eiowa0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/4564f6b0/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C140Chillary0Eclinton0Ewe0Edo0Ehave0Ea0Eplan0Efor0Ecampaign0Efinance0Ereform0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/456e0657/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C150Chillary0Eclinton0Etalks0Emiddle0Eclass0Eroots0Ein0Epitch0Eto0Eiowa0Esmall0Ebusiness0Eowners0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/456e07a8/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C150Chillary0Eclinton0Eevolves0Estill0Efurther0Eon0Egay0Emarriage0C/story01.htm,http://rss.cnn.com/~r/rss/cnn_topstories/~3/59RusCKxK_I/index.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/ON9wU035800/index.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/S_f2bpfwdJU/index.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/hGr-2raFY2o/index.html,http://rss.nytimes.com/c/34625/f/640350/s/4555087c/sc/7/l/0L0Snytimes0N0C20A150C0A40C130Cus0Cpolitics0Chillary0Eclinton0Eenters0E20A160Epresidential0Erace0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/456014aa/sc/7/l/0L0Snytimes0N0C20A150C0A40C150Cus0Cpolitics0Cits0Ejust0Efolks0Ehillary0Eclinton0Evs0Eglobal0Eleader0Erepublicans0Ejeb0Ebush0Eand0Emarco0Erubio0Ein0Eperception0Eprimary0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/4566ac84/sc/7/l/0L0Snytimes0N0C20A150C0A40C150Cus0Cpolitics0Chillary0Eclintonwas0Easked0Eabout0Eemail0E20Eyears0Eago0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rssfeeds.usatoday.com/~/88912943/0/usatoday-newstopstories~Hillary-Clinton-launches-presidential-bid/,http://rssfeeds.usatoday.com/~/88984946/0/usatoday-newstopstories~As-Hillary-Clinton-heads-to-Iowa-questions-shell-face/,http://rssfeeds.usatoday.com/~/88988728/0/usatoday-newstopstories~Hillary-Clinton-hits-the-road-to-Iowa-in-Scooby-van/,http://rssfeeds.usatoday.com/~/88995589/0/usatoday-newstopstories~Factchecking-Hillary-Clinton/,http://rssfeeds.usatoday.com/~/89061975/0/usatoday-newstopstories~Hillary-Clinton-goes-unnoticed-in-Ohio-Chipotle/,http://rssfeeds.usatoday.com/~/89104758/0/usatoday-newstopstories~Iowa-reporters-tweet-Hillary-Clinton-pictures/,http://rssfeeds.usatoday.com/~/89192518/0/usatoday-newstopstories~Hillary-Clinton-takes-campaign-to-Iowa-coffee-shop/,http://rssfeeds.usatoday.com/~/89211244/0/usatoday-newstopstories~Chris-Christie-I-can-beat-Hillary-Clinton/,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/bn9/2015/4/13/hillary_clinton_alre/?cid=rss,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/bn9/2015/4/14/hillary_clinton_star/?cid=rss,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/cfn/2015/4/12/hillary_clinton_anno/?cid=rss,http://www.bbc.co.uk/news/magazine-32222706#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,http://www.buzzfeed.com/crystalro/9-hillary-clinton-pantsuit-color-by-numbers?utm_term=4ldqpia,http://www.buzzfeed.com/kyleblaine/heres-hillary-clinton-ordering-a-chicken-bowl-at-chipotle?utm_term=4ldqpia,http://www.cbsnews.com/news/hillary-clinton-campaigns-target-everyday-folks/,http://www.cbsnews.com/videos/eye-opener-hillary-clinton-announces-bid-for-white-house/,http://www.huffingtonpost.com/2015/04/12/hillary-clinton-2016_n_6134814.html?utm_hp_ref=good-news&ir=Good+News,http://www.huffingtonpost.com/2015/04/13/hillary-clinton-video_n_7055324.html?utm_hp_ref=good-news&ir=Good+News,http://www.huffingtonpost.com/2015/04/14/toddler-reaction-hillary-clinton-running-for-president_n_7063720.html?utm_hp_ref=good-news&ir=Good+News,http://www.ksat.com/content/pns/ksat/news/2015/04/13/pol-hillary-clinton-road-trip-iowa-2016.html,http://www.npr.org/blogs/itsallpolitics/2015/04/13/399233906/hillary-clinton-is-back-but-will-there-be-a-return-of-the-rodham?utm_medium=RSS&utm_campaign=news,http://www.npr.org/blogs/thetwo-way/2015/04/12/397891885/its-official-hillary-clinton-announces-presidential-run?utm_medium=RSS&utm_campaign=news,http://www.tampabay.com/news/politics/stateroundup/adam-c-smith-which-hillary-clinton-will-florida-get-to-see/2225211,http://www.tmz.com/2015/04/12/hillary-clinton-announces-run-for-president-twitter-video-obama-campaign-chariman/,http://www.tmz.com/2015/04/13/magic-johnson-hillary-clinton-president-endorsement/,http://www.yahoo.com/politics/can-hillary-clinton-go-small-with-her-big-116202776811.html,http://www.yahoo.com/politics/hillary-clinton-hits-the-road-in-her-scooby-van-116297194891.html,http://www.cbsnews.com/news/chris-christie-on-prospects-of-defeating-hillary-clinton/,http://www.tmz.com/2015/04/13/hillary-clinton-running-president-democrat-jamie-foxx-tmz-tv/,http://feeds.washingtonpost.com/c/34656/f/636570/s/4563fd0d/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C140Chillary0Eclinton0Esays0Eshe0Ewould0Esupport0Ea0Econstitutional0Eamendment0Eon0Ecampaign0Efinance0Ereform0C/story01.htm,http://rssfeeds.usatoday.com/~/89117551/0/usatoday-newstopstories~In-Iowa-Hillary-Clinton-lays-out-big-vision-for-her-campaign/,http://www.ksat.com/content/pns/ksat/news/2015/04/14/money-hillary-clinton-minimum-wage.html
45.0,marco rubio,-0.022222222222222223,http://www.tmz.com/2015/04/14/marco-rubio-republican-presidential-race-edm-nikki-minaj-tmz-tv/,http://feeds.washingtonpost.com/c/34656/f/636570/s/454d1371/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C110Cmarco0Erubio0Eskipped0Esenate0Ehearings0Eafter0Edeath0Eof0Eosama0Ebin0Eladen0C/story01.htm,http://feeds.gawker.com/~r/gizmodo/full/~3/AsFLIGvEiU8/gawker-get-to-know-marco-rubio-the-biggest-idiot-runni-1697827562,http://feeds.washingtonpost.com/c/34656/f/636570/s/4554bd9a/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130Cmarco0Erubio0Eset0Eto0Eannounce0Epresidential0Ebid0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/45588974/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130C60Ethings0Eto0Eknow0Eabout0Emarco0Erubio0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/455c6f76/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130Cmarco0Erubio0Eannounced0Ehes0Erunning0Efor0Epresident0Eso0Ewhos0Enext0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/455ca860/sc/3/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130Chow0Emarco0Erubio0Eaddressed0Eone0Eof0Ehis0Ebiggest0Echallenges0Ein0Ehis0Ekickoff0Espeech0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/4563f2d1/sc/3/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C140Cmarco0Erubio0Eand0Ewhy0Esenators0Emay0Ehave0Eit0Etougher0Ethis0Ecycle0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/456d454f/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C150Cmarco0Erubio0Etalks0Eabout0Ethe0Eindustrial0Erevolution0Ea0Elot0Eheres0Ewhy0C/story01.htm,http://news.yahoo.com/signs-point-white-house-bid-florida-sen-rubio-125441618--election.html,http://rss.nytimes.com/c/34625/f/640350/s/4556d252/sc/7/l/0L0Snytimes0N0C20A150C0A40C130Cus0Cpolitics0Cmarco0Erubio0Ebuilds0Epolitical0Ecareer0Eon0Edefying0Eestablishment0Eand0Eodds0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/455a49be/sc/7/l/0L0Snytimes0N0C20A150C0A40C140Cus0Cpolitics0Cmarco0Erubio0E20A160Epresidential0Ecampaign0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/455a49c0/sc/7/l/0L0Snytimes0N0C20A150C0A40C140Cupshot0Cmarco0Erubio0Eis0Etalented0Ebut0Eout0Eof0Eposition0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/455d3640/sc/7/l/0L0Snytimes0N0C20A150C0A40C140Cus0Cpolitics0Cfor0Emarco0Erubio0Ea0Efresh0Eface0Eand0Ea0Efamiliar0Estory0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/456014aa/sc/7/l/0L0Snytimes0N0C20A150C0A40C150Cus0Cpolitics0Cits0Ejust0Efolks0Ehillary0Eclinton0Evs0Eglobal0Eleader0Erepublicans0Ejeb0Ebush0Eand0Emarco0Erubio0Ein0Eperception0Eprimary0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rssfeeds.usatoday.com/~/63679794/0/usatoday-newstopstories~Declared-GOP-candidate-Marco-Rubio/,http://rssfeeds.usatoday.com/~/88991938/0/usatoday-newstopstories~Marco-Rubio-set-to-launch-bid/,http://rssfeeds.usatoday.com/~/88991938/0/usatoday-newstopstories~Report-Marco-Rubio-jumps-into-presidential-race/,http://rssfeeds.usatoday.com/~/88991938/0/usatoday-newstopstories~Reports-Marco-Rubio-jumps-into-presidential-race/,http://rssfeeds.usatoday.com/~/89015067/0/usatoday-newstopstories~Can-Marco-Rubio-go-directly-from-Senate-to-White-House/,http://rssfeeds.usatoday.com/~/89016450/0/usatoday-newstopstories~Factchecking-Marco-Rubio/,http://rssfeeds.usatoday.com/~/89017922/0/usatoday-newstopstories~Ted-Cruz-salutes-talented-communicator-Marco-Rubio/,http://rssfeeds.usatoday.com/~/89025591/0/usatoday-newstopstories~Marco-Rubio-casts-election-as-generational-choice/,http://rssfeeds.usatoday.com/~/89025591/0/usatoday-newstopstories~Marco-Rubio-frames-election-as-generational-choice/,http://rssfeeds.usatoday.com/~/89041096/0/usatoday-newstopstories~Marco-Rubio-things-to-know/,http://rssfeeds.usatoday.com/~/89078249/0/usatoday-newstopstories~Quotable-Marco-Rubio-on-running-against-Jeb-Bush/,http://rssfeeds.usatoday.com/~/89080323/0/usatoday-newstopstories~Marco-Rubio-Its-president-or-bust-in/,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/cfn/2015/4/13/marco_rubio_announce/?cid=rss,http://www.cbsnews.com/news/five-things-to-know-about-marco-rubio/,http://www.cbsnews.com/news/marco-rubio-set-to-kick-off-2016-campaign-with-generational-message/,http://www.cbsnews.com/news/marco-rubio-tells-donors-hes-running-for-president-in-2016/,http://www.cbsnews.com/videos/eye-opener-marco-rubio-jumps-into-presidential-race/,http://www.forbes.com/sites/theapothecary/2015/04/14/marco-rubio-pledges-to-repeal-and-replace-obamacare-but-with-what/,http://www.npr.org/blogs/itsallpolitics/2015/04/13/399336765/7-things-you-should-know-about-marco-rubio?utm_medium=RSS&utm_campaign=news,http://www.npr.org/blogs/itsallpolitics/2015/04/13/399415802/transcript-nprs-full-interview-with-sen-marco-rubio?utm_medium=RSS&utm_campaign=news,http://www.npr.org/blogs/thetwo-way/2015/04/13/398849456/reports-marco-rubio-says-hes-running-for-president?utm_medium=RSS&utm_campaign=news,http://www.tampabay.com/news/politics/stateroundup/adam-c-smith-4-things-marco-rubio-needs-to-become-president-in-2016/2225300,http://www.tampabay.com/news/politics/stateroundup/marco-rubio-will-announce-for-president-today-in-miami/2225233,http://www.tampabay.com/news/politics/stateroundup/where-marco-rubio-stands-on-key-issues-in-2016-presidential-race/2225286,http://www.tmz.com/2015/04/14/marco-rubio-presidential-candidate-video-nicki-minaj-nfl-cheerleader-wife/,http://feeds.washingtonpost.com/c/34656/f/636570/s/4559c315/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130C50Ebig0Eunanswered0Equestions0Eas0Emarco0Erubio0Elaunches0Ehis0Epresidential0Ebid0C/story01.htm,http://feeds.washingtonpost.com/c/34656/f/636570/s/455d3dbc/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130Cmarco0Erubio0Ehas0Esome0Eadvice0Efor0Erand0Epaul0Ego0Ebig0Eor0Ego0Ehome0C/story01.htm,http://www.bbc.co.uk/news/world-us-canada-32296724#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,http://feeds.washingtonpost.com/c/34656/f/636570/s/455d389d/sc/3/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C130Chow0Emarco0Erubio0E20A160Esounds0Elike0Eobama0E20A0A40C/story01.htm,http://www.tampabay.com/news/politics/romano-marco-rubio-was-ambitious-from-the-very-beginning/2225354
24.0,white house,0.2916666666666667,http://rss.cnn.com/~r/rss/cnn_topstories/~3/qVWBmBYdKlo/index.html,http://rssfeeds.usatoday.com/~/89026164/0/usatoday-newstopstories~White-House-No-collusion-with-Clinton/,http://feeds.gawker.com/~r/gizmodo/full/~3/BxeHzRzUz38/google-maps-currently-shows-edwards-snow-den-shop-at-1697676126,http://feeds.washingtonpost.com/c/34656/f/636570/s/456617cb/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C140Chours0Efrom0Edeadline0Ebipartisan0Emedicare0Ebill0Eheads0Eto0Ewhite0Ehouse0C/story01.htm,http://news.yahoo.com/clinton-takes-white-house-bid-road-023857053.html,http://news.yahoo.com/clintons-2016-white-house-launch-contrasts-her-2008-013629478.html,http://news.yahoo.com/signs-point-white-house-bid-florida-sen-rubio-125441618--election.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/WURKdUUW6Dw/index.html,http://rss.nytimes.com/c/34625/f/640350/s/455d9867/sc/7/l/0L0Snytimes0N0C20A150C0A40C140Cus0Cpolitics0Csenate0Eleaders0Eand0Ewhite0Ehouse0Emake0Etheir0Ecases0Eon0Eiran0Edeal0Elegislation0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/456c8720/sc/7/l/0L0Snytimes0N0C20A150C0A40C160Cworld0Cmiddleeast0Crouhani0Edismisses0Ewhite0Ehouse0Ecompromise0Ewith0Econgress0Eon0Eiran0Enuclear0Edeal0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rssfeeds.usatoday.com/~/89015067/0/usatoday-newstopstories~Can-Marco-Rubio-go-directly-from-Senate-to-White-House/,http://www.baynews9.com/content/news/baynews9/news/article.html/content/news/articles/cfn/2015/4/14/white_house_to_remov/?cid=rss,http://www.bbc.co.uk/news/world-us-canada-32291674#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,http://www.buzzfeed.com/chrisgeidner/how-the-clinton-white-house-dealt-with-same-sex-weddings-in?utm_term=4ldqpia,http://www.cbsnews.com/videos/eye-opener-hillary-clinton-announces-bid-for-white-house/,http://www.ksat.com/content/pns/ksat/news/2015/04/13/rubio-tells-donors-he-is-running-for-white-house.html,http://www.npr.org/blogs/thetwo-way/2015/04/14/399541144/senate-panel-weighs-bill-giving-congress-final-ok-on-iran-deal?utm_medium=RSS&utm_campaign=news,http://www.npr.org/blogs/thetwo-way/2015/04/14/399625810/white-house-says-it-will-remove-cuba-from-list-of-state-sponsored-terrorists?utm_medium=RSS&utm_campaign=news,http://www.tmz.com/2015/04/14/marco-rubio-presidential-candidate-video-nicki-minaj-nfl-cheerleader-wife/,http://news.yahoo.com/senate-committee-challenge-obama-vote-iran-bill-072425948--politics.html,http://www.yahoo.com/politics/panel-unanimously-approves-iran-bill-after-116418118391.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/HCH4pwesCL8/index.html,http://rssfeeds.usatoday.com/~/89105586/0/usatoday-newstopstories~White-House-celebs-support-EqualPayDay/,http://rss.nytimes.com/c/34625/f/640350/s/456668a9/sc/7/l/0L0Snytimes0N0C20A150C0A40C150Cus0Cpolitics0Cabraham0Elincoln0Ethe0Eone0Epresident0Eall0Eof0Ethem0Ewant0Eto0Ebe0Emore0Elike0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm
18.0,aaron hernandez,-1.9444444444444444,http://news.yahoo.com/jury-reaches-verdict-murder-trial-aaron-hernandez-141352774--spt.html,http://www.ajc.com/news/news/aaron-hernandez-memorabilia-hot-on-ebay-after-murd/nktqq/,http://www.tmz.com/2015/04/15/aaron-hernandez-headed-to-ultra-high-tech-maximum-security-prison/,http://www.tmz.com/2015/04/15/aaron-hernandez-hes-a-disgrace-to-our-city-says-mayor-of-bristol/,http://www.tmz.com/2015/04/15/aaron-hernandez-jurors-reach-verdict-in-murder-case/,http://www.npr.org/blogs/thetwo-way/2015/04/15/399803729/former-nfl-player-aaron-hernandez-found-guilty-of-murder?utm_medium=RSS&utm_campaign=news,http://news.yahoo.com/aaron-hernandez-found-guilty-of-first-degree-murder-173924220.html,http://news.yahoo.com/jury-seventh-day-deliberations-aaron-hernandezs-murder-trial-135520256--nfl.html,http://rss.nytimes.com/c/34625/f/640350/s/456b5429/sc/16/l/0L0Snytimes0N0C20A150C0A40C160Csports0Cfootball0Caaron0Ehernandez0Efound0Eguilty0Eof0Efirst0Edegree0Emurder0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://www.cbsnews.com/news/aaron-hernandez-guilty-of-first-degree-murder-in-death-of-odin-lloyd/,http://www.newser.com/story/205498/aaron-hernandez-guilty-of-1st-degree-murder.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/WjCoK-5TXRk/aaron-hernandez-trial-summary-orig.cnn.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/xWBH9n3Iio4/index.html,http://rss.nytimes.com/c/34625/f/640350/s/4568f1a6/sc/15/l/0L0Snytimes0N0C20A150C0A40C150Cnytnow0Clatest0Enews0Etrade0Ebill0Egoogle0Ein0Eeurope0Etax0Eday0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://www.tmz.com/2015/04/13/aaron-hernandez-jail-i-d-ebay-shuts-down-auction-seller-goes-to-craigs-list/,http://www.tmz.com/2015/04/13/aaron-hernandez-jail-i-d-ebay-shuts-down-auction-seller-goes-to-craigslist/,http://www.tmz.com/2015/04/15/new-england-patriots-mums-the-word-on-aaron-hernandez/,http://www.forbes.com/sites/leighsteinberg/2015/04/08/aaron-hernandez-justice-possible-with-a-wealthy-celebrity/
14.0,new york,-0.07142857142857142,http://rss.nytimes.com/c/34625/f/640350/s/455a7cee/sc/15/l/0L0Snytimes0N0C20A150C0A40C140Cnyregion0Cwith0Enew0Eyork0Esubway0Eads0Elimits0Efor0Edecency0Eare0Eset0Eand0Etested0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://news.yahoo.com/protesters-gather-york-demonstrate-against-police-violence-193445715.html,http://rss.cnn.com/~r/rss/cnn_topstories/~3/hGr-2raFY2o/index.html,http://rss.nytimes.com/c/34625/f/640350/s/455858e8/sc/28/l/0Lcityroom0Bblogs0Bnytimes0N0C20A150C0A40C130Cnew0Eyork0Etoday0Etips0Efor0Etax0Eday0C0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/45606fc2/sc/7/l/0Lcityroom0Bblogs0Bnytimes0N0C20A150C0A40C140Cnew0Eyork0Etoday0Ea0Ecampaign0Ewhodunit0C0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/4566749c/sc/28/l/0L0Snytimes0N0C20A150C0A40C150Cnyregion0Cnew0Eyork0Ecity0Eto0Etransform0Ethe0Esummons0Eprocess0Efor0Ecourts0Eand0Erecipients0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm,http://rss.nytimes.com/c/34625/f/640350/s/456946a1/sc/28/l/0Lcityroom0Bblogs0Bnytimes0N0C20A150C0A40C150Cnew0Eyork0Etoday0Efighting0Efor0E150C0Dpartner0Frss0Gemc0Frss/story01.htm,http://www.bbc.co.uk/news/business-32317951#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,http://www.buzzfeed.com/juliekliegman/this-new-york-apartment-has-a-shower-in-the-kitchen-and-is-l?utm_term=4ldqpia,http://www.forbes.com/sites/porch/2015/04/13/inside-gerard-butlers-post-apocalyptic-new-york-loft/,http://www.huffingtonpost.com/2015/04/14/pizza-party-subway_n_7064932.html?utm_hp_ref=good-news&ir=Good+News,http://www.npr.org/2015/04/13/399414298/new-york-investigates-retailers-for-unpredictable-work-schedules?utm_medium=RSS&utm_campaign=news,http://feeds.washingtonpost.com/c/34656/f/636570/s/454f9929/sc/7/l/0L0Swashingtonpost0N0Cblogs0Cpost0Epolitics0Cwp0C20A150C0A40C110Cready0Efor0Ehillary0Eholds0Eone0Elast0Eevent0Ein0Enew0Eyork0Eits0Emission0Eaccomplished0C/story01.htm,http://feeds.gawker.com/~r/gizmodo/full/~3/5ch9OtuC_ro/take-a-tour-of-new-york-citys-best-architecture-in-one-1697755024
14.0,aps sentencing,-1.9285714285714286,http://news.blog.ajc.com/2015/04/13/supporters-pack-courtroom-for-aps-sentencing-hearing/,http://news.blog.ajc.com/2015/04/13/aps-sentencing-expected-to-start-soon/,http://news.blog.ajc.com/2015/04/13/aps-sentencing-hearing-defendants-in-courtroom/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-angela-williamson/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-dana-evans/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-diane-buckner-webb/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-donald-bullock/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-michael-pitts/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-pamela-cleveland/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-sharon-davis-williams/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-tabeeka-jordan/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-tamara-cotman/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-defendant-theresia-copeland/,http://news.blog.ajc.com/2015/04/14/aps-sentencing-resumes-at-10-a-m/
